col1,name,SPECOBJID,PLATEID,MJD,FIBERID,BPTCLASS,RA_1,DEC_1,Z,Z_ERR,OH_P2P5,OH_P16,OH_P50,OH_P84,OH_P97P5,OH_ENTROPY,objID,ra_1a,dec_1a,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,uJAVA,gSDSS,rSDSS,iSDSS,zSDSS,J0378,J0395,J0410,J0430,J0515,J0660,J0861,Separation,u-g,g-r,r-i,i-z,uJAVA-J0378,gSDSS-J0378,rSDSS-J0378,iSDSS-J0378,zSDSS-J0378,J0378-J0395,J0395-J0410,J0410-J0430,J0430-J0515,J0515-J0660,J0660-J0861,uJAVA-J0395,gSDSS-J0395,rSDSS-J0395,iSDSS-J0395,zSDSS-J0395,uJAVA-J0410,gSDSS-J0410,rSDSS-J0410,iSDSS-J0410,zSDSS-J0410,uJAVA-J0430,gSDSS-J0430,rSDSS-J0430,iSDSS-J0430,zSDSS-J0430,uJAVA-J0515,gSDSS-J0515,rSDSS-J0515,iSDSS-J0515,zSDSS-J0515,uJAVA-J0660,gSDSS-J0660,rSDSS-J0660,iSDSS-J0660,zSDSS-J0660,uJAVA-J0861,gSDSS-J0861,rSDSS-J0861,iSDSS-J0861,zSDSS-J0861
28265,48395,1.49E+18,1322,52791,553,1,207.50471,55.91717,0.06978853,5.30E-06,9.043106,9.080132,9.088223,9.096314,9.099527,248.2065,1.24E+18,207.5047268,55.91716968,3712,301,5,172,GALAXY,18.04693,16.94975,16.46371,16.09514,15.94142,18.459,16.978,16.47,16.147,16.02,17.957,17.828,17.556,17.355,16.853,16.423,16.102,0.260467453,1.09718,0.48604,0.36857,0.15372,0.502,-0.979,-1.487,-1.81,-1.937,0.129,0.272,0.201,0.502,0.43,0.321,0.631,-0.85,-1.358,-1.681,-1.808,0.903,-0.578,-1.086,-1.409,-1.536,1.104,-0.377,-0.885,-1.208,-1.335,1.606,0.125,-0.323,-0.127,-0.833,2.036,0.555,0.047,-0.276,-0.403,2.357,0.876,0.368,0.045,-0.082
28213,48323,1.49E+18,1323,52797,333,1,207.27866,55.81889,0.069694445,7.35E-06,9.064191,9.089765,9.1199875,9.133737,9.139194,195.65733,1.24E+18,207.2786231,55.81885987,3705,301,4,77,GALAXY,19.13371,18.06405,17.5494,17.21027,17.05383,19.54,18.08,17.586,17.29,17.183,19.099,18.994,18.754,18.289,17.909,17.532,17.302,0.022746537,1.06966,0.51465,0.33913,0.15644,0.441,-1.019,-1.513,-1.809,-1.916,0.105,0.24,0.465,0.38,0.377,0.23,0.546,-0.914,-1.408,-1.704,-1.811,0.786,-0.674,-1.168,-1.464,-1.571,1.251,-0.209,-0.703,-0.999,-1.106,1.631,0.171,-0.296,-0.107,-0.726,2.008,0.548,0.054,-0.242,-0.349,2.238,0.778,0.284,-0.012,-0.119
99448,119712,6.14E+17,545,52202,204,1,121.15596,39.607906,0.07427341,6.17E-06,8.980725,8.984927,8.99551,9.047403,9.058055,218.77827,1.24E+18,121.1559654,39.6079066,1889,301,3,107,GALAXY,19.39931,18.26207,17.72412,17.26743,17.09204,19.32,18.17,17.694,17.341,17.229,19.149,18.951,18.711,18.463,18.021,17.645,17.241,0.063892049,1.13724,0.53795,0.45669,0.17539,0.171,-0.979,-1.455,-1.808,-1.92,0.198,0.24,0.248,0.442,0.376,0.404,0.369,-0.781,-1.257,-1.61,-1.722,0.609,-0.541,-1.017,-1.37,-1.482,0.857,-0.293,-0.769,-1.122,-1.234,1.299,0.149,-0.353,-0.112,-0.792,1.675,0.525,0.049,-0.304,-0.416,2.079,0.929,0.453,0.1,-0.012
70884,91118,9.38E+17,833,52314,301,1,139.5943,45.49376,0.07350688,8.13E-06,8.938668,8.954293,8.992603,9.012009,9.019896,179.15463,1.24E+18,139.5942916,45.4937629,2777,301,4,222,GALAXY,18.84341,17.71223,17.19122,16.86663,16.64181,18.665,17.814,17.267,16.907,16.809,18.714,18.539,18.225,18.15,17.587,17.11,16.851,0.184516047,1.13118,0.52101,0.32459,0.22482,-0.049,-0.9,-1.447,-1.807,-1.905,0.175,0.314,0.075,0.563,0.477,0.259,0.126,-0.725,-1.272,-1.632,-1.73,0.44,-0.411,-0.958,-1.318,-1.416,0.515,-0.336,-0.883,-1.243,-1.341,1.078,0.227,-0.36,-0.098,-0.778,1.555,0.704,0.157,-0.203,-0.301,1.814,0.963,0.416,0.056,-0.042
28260,48390,1.49E+18,1322,52791,586,1,208.04198,55.832462,0.06928035,1.10E-05,9.012551,9.050211,9.066953,9.077473,9.112941,209.28076,1.24E+18,208.0419795,55.83245661,3712,301,5,174,GALAXY,18.61208,17.53092,17.10958,16.80333,16.66946,18.245,17.529,17.085,16.748,16.678,18.552,18.423,17.962,17.996,17.339,16.956,16.774,0.111452988,1.08116,0.42134,0.30625,0.13387,-0.307,-1.023,-1.467,-1.804,-1.874,0.129,0.461,-0.034,0.657,0.383,0.182,-0.178,-0.894,-1.338,-1.675,-1.745,0.283,-0.433,-0.877,-1.214,-1.284,0.249,-0.467,-0.911,-1.248,-1.318,0.906,0.19,-0.337,-0.07,-0.661,1.289,0.573,0.129,-0.208,-0.278,1.471,0.755,0.311,-0.026,-0.096
61,76,2.12E+18,1879,54478,165,1,149.4047,68.70186,0.12025897,9.62E-06,8.8093195,8.844284,8.86581,8.927123,8.947579,157.60754,1.24E+18,149.4047024,68.70185548,4264,301,3,258,GALAXY,19.03805,17.8078,17.27998,16.93809,16.75509,18.791,17.661,17.226,16.888,16.802,18.692,18.77,18.298,17.992,17.528,17.02,16.762,0.196903835,1.23025,0.52782,0.34189,0.183,0.099,-1.031,-1.466,-1.804,-1.89,-0.078,0.472,0.306,0.464,0.508,0.258,0.021,-1.109,-1.544,-1.882,-1.968,0.493,-0.637,-1.072,-1.41,-1.496,0.799,-0.331,-0.766,-1.104,-1.19,1.263,0.133,-0.338,-0.086,-0.726,1.771,0.641,0.206,-0.132,-0.218,2.029,0.899,0.464,0.126,0.04
98065,118329,6.28E+17,558,52317,579,1,151.05682,58.3908,0.044817958,1.28E-05,8.224595,8.439699,8.576032,8.6685295,8.732171,58.398205,1.24E+18,151.0567337,58.39081749,2074,301,5,192,GALAXY,18.74458,17.59259,17.17591,16.93196,16.77211,18.341,17.518,17.222,17.029,16.973,18.832,18.132,18.149,17.774,17.3,17.179,16.854,0.249282872,1.15199,0.41668,0.24395,0.15985,-0.491,-1.314,-1.61,-1.803,-1.859,0.7,-0.017,0.375,0.474,0.121,0.325,0.209,-0.614,-0.91,-1.103,-1.159,0.192,-0.631,-0.927,-1.12,-1.176,0.567,-0.256,-0.552,-0.745,-0.801,1.041,0.218,-0.193,-0.056,-0.327,1.162,0.339,0.043,-0.15,-0.206,1.487,0.664,0.368,0.175,0.119
65032,85257,1.01E+18,899,52620,14,1,138.7324,46.198475,0.10670427,6.29E-06,8.694526,8.720923,8.744032,8.759023,8.777229,181.94307,1.24E+18,138.7323745,46.1984986,2863,301,1,107,GALAXY,19.23773,18.14206,17.67542,17.29327,17.1431,19.098,18.172,17.799,17.457,17.317,19.26,19.151,18.826,18.525,17.992,17.703,17.293,0.163512728,1.09567,0.46664,0.38215,0.15017,-0.162,-1.088,-1.461,-1.803,-1.943,0.109,0.325,0.301,0.533,0.289,0.41,-0.053,-0.979,-1.352,-1.694,-1.834,0.272,-0.654,-1.027,-1.369,-1.509,0.573,-0.353,-0.726,-1.068,-1.208,1.106,0.18,-0.342,-0.14,-0.675,1.395,0.469,0.096,-0.246,-0.386,1.805,0.879,0.506,0.164,0.024
19120,19183,1.90E+18,1687,53260,18,1,256.79288,23.131332,0.04481151,1.16E-05,8.639693,8.708514,8.772435,8.852634,8.910974,95.32673,1.24E+18,256.7930495,23.13191859,3918,301,5,413,GALAXY,18.72045,17.34358,16.88522,16.65443,16.43274,18.796,17.311,16.889,16.652,16.437,18.454,18.083,17.31,17.672,16.9,16.856,16.512,2.04181105,1.37687,0.45836,0.23079,0.22169,0.342,-1.143,-1.565,-1.802,-2.017,0.371,0.773,-0.362,0.772,0.044,0.344,0.713,-0.772,-1.194,-1.431,-1.646,1.486,0.001,-0.421,-0.658,-0.873,1.124,-0.361,-0.783,-1.02,-1.235,1.896,0.411,-0.237,-0.215,-0.463,1.94,0.455,0.033,-0.204,-0.419,2.284,0.799,0.377,0.14,-0.075
17750,37793,1.62E+18,1439,53003,373,1,167.6257,42.118305,0.113262,1.18E-05,9.013563,9.070135,9.120221,9.164004,9.23697,118.52298,1.24E+18,167.6256972,42.11830297,3840,301,6,89,GALAXY,18.46068,17.32698,16.76728,16.45774,16.23425,18.875,17.308,16.755,16.49,16.395,18.292,18.018,17.881,17.789,17.004,16.705,16.427,0.107966793,1.1337,0.5597,0.30954,0.22349,0.583,-0.984,-1.537,-1.802,-1.897,0.274,0.137,0.092,0.785,0.299,0.278,0.857,-0.71,-1.263,-1.528,-1.623,0.994,-0.573,-1.126,-1.391,-1.486,1.086,-0.481,-1.034,-1.299,-1.394,1.871,0.304,-0.265,-0.095,-0.609,2.17,0.603,0.05,-0.215,-0.31,2.448,0.881,0.328,0.063,-0.032
118333,138632,4.39E+17,390,51816,374,1,4.7298255,1.0341088,0.08744549,8.69E-06,9.002293,9.021474,9.068405,9.087621,9.123148,173.02585,1.24E+18,4.729811289,1.034118513,4145,301,6,142,GALAXY,18.72017,17.71658,17.25097,16.94441,16.74361,18.797,17.492,17.247,16.913,16.851,18.714,18.166,18.316,17.898,17.367,17.053,16.839,0.149834775,1.00359,0.46561,0.30656,0.2008,0.083,-1.222,-1.467,-1.801,-1.863,0.548,-0.15,0.418,0.531,0.314,0.214,0.631,-0.674,-0.919,-1.253,-1.315,0.481,-0.824,-1.069,-1.403,-1.465,0.899,-0.406,-0.651,-0.985,-1.047,1.43,0.125,-0.334,-0.062,-0.516,1.744,0.439,0.194,-0.14,-0.202,1.958,0.653,0.408,0.074,0.012
72512,92749,9.15E+17,813,52354,239,1,240.46858,47.074482,0.04346591,1.24E-05,8.042094,8.245463,8.57264,8.7112875,8.823415,21.332144,1.24E+18,240.4685143,47.07448315,2326,301,3,293,GALAXY,19.31792,18.13882,17.70264,17.45469,17.3372,18.847,18.125,17.683,17.462,17.336,19.262,18.467,18.539,18.23,17.958,17.597,17.363,0.071356419,1.1791,0.43618,0.24795,0.11749,-0.415,-1.137,-1.579,-1.8,-1.926,0.795,-0.072,0.309,0.272,0.361,0.234,0.38,-0.342,-0.784,-1.005,-1.131,0.308,-0.414,-0.856,-1.077,-1.203,0.617,-0.105,-0.547,-0.768,-0.894,0.889,0.167,-0.221,-0.126,-0.622,1.25,0.528,0.086,-0.135,-0.261,1.484,0.762,0.32,0.099,-0.027
40190,60382,1.31E+18,1167,52738,83,1,235.1932,47.405563,0.068433285,5.98E-06,8.860894,8.867203,8.883177,8.899508,8.956666,199.86302,1.24E+18,235.193192,47.40555161,3226,301,3,22,GALAXY,18.39178,17.46309,17.09681,16.79088,16.71549,18.569,17.509,17.127,16.862,16.743,18.662,18.07,17.812,17.678,17.305,17.047,16.702,0.401357891,0.92869,0.36628,0.30593,0.07539,-0.093,-1.153,-1.535,-1.8,-1.919,0.592,0.258,0.134,0.373,0.258,0.345,0.499,-0.561,-0.943,-1.208,-1.327,0.757,-0.303,-0.685,-0.95,-1.069,0.891,-0.169,-0.551,-0.816,-0.935,1.264,0.204,-0.265,-0.119,-0.562,1.522,0.462,0.08,-0.185,-0.304,1.867,0.807,0.425,0.16,0.041
80743,100993,8.31E+17,738,52521,489,1,338.11905,13.964673,0.14664972,9.71E-06,9.048972,9.0868635,9.105831,9.118171,9.155214,194.46873,1.24E+18,338.1190346,13.96464225,2507,301,5,142,GALAXY,19.15007,18.08609,17.48265,17.10981,16.92801,19.278,17.928,17.425,17.132,16.978,18.932,18.88,19.012,18.623,17.826,17.281,17.087,0.107703768,1.06398,0.60344,0.37284,0.1818,0.346,-1.004,-1.507,-1.8,-1.954,0.052,-0.132,0.389,0.797,0.545,0.194,0.398,-0.952,-1.455,-1.748,-1.902,0.266,-1.084,-1.587,-1.88,-2.034,0.655,-0.695,-1.198,-1.491,-1.645,1.452,0.102,-0.293,-0.154,-0.848,1.997,0.647,0.144,-0.149,-0.303,2.191,0.841,0.338,0.045,-0.109
78789,99034,8.56E+17,760,52264,60,1,125.45879,40.57231,0.10979762,1.09E-05,8.901342,8.942293,8.982701,9.016483,9.0615,136.61281,1.24E+18,125.458781,40.5723137,2137,301,2,169,GALAXY,19.52226,18.29721,17.70456,17.3629,17.16668,19.8,18.363,17.808,17.467,17.427,19.267,19.463,19.108,18.785,17.938,17.555,17.399,0.182283801,1.22505,0.59265,0.34166,0.19622,0.533,-0.904,-1.459,-1.8,-1.84,-0.196,0.355,0.323,0.847,0.383,0.156,0.337,-1.1,-1.655,-1.996,-2.036,0.692,-0.745,-1.3,-1.641,-1.681,1.015,-0.422,-0.977,-1.318,-1.358,1.862,0.425,-0.341,-0.04,-0.511,2.245,0.808,0.253,-0.088,-0.128,2.401,0.964,0.409,0.068,0.028
28000,48084,1.49E+18,1325,52762,425,1,212.37198,54.827393,0.03929909,7.48E-06,8.673633,8.716808,8.738155,8.759261,8.830416,159.85664,1.24E+18,212.3720168,54.82738677,3712,301,5,191,GALAXY,18.64177,17.65066,17.34318,17.16242,16.98991,18.988,17.993,17.602,17.399,17.283,19.198,18.618,18.377,18.286,17.843,17.552,17.361,0.02614018,0.99111,0.30748,0.18076,0.17251,-0.21,-1.205,-1.596,-1.799,-1.915,0.58,0.241,0.091,0.443,0.291,0.191,0.37,-0.625,-1.016,-1.219,-1.335,0.611,-0.384,-0.775,-0.978,-1.094,0.702,-0.293,-0.684,-0.887,-1.003,1.145,0.15,-0.203,-0.116,-0.56,1.436,0.441,0.05,-0.153,-0.269,1.627,0.632,0.241,0.038,-0.078
118312,138611,4.39E+17,390,51900,413,1,5.105065,0.8464417,0.07921818,5.75E-06,8.802031,8.813557,8.829119,8.860678,8.879688,202.50845,1.24E+18,5.105044542,0.846439817,4145,301,6,144,GALAXY,19.61218,18.53671,18.09993,17.79191,17.66846,19.757,18.506,18.04,17.821,17.64,19.62,18.934,18.941,19.061,18.431,17.92,17.672,0.146420114,1.07547,0.43678,0.30802,0.12345,0.137,-1.114,-1.58,-1.799,-1.98,0.686,-0.007,-0.12,0.63,0.511,0.248,0.823,-0.428,-0.894,-1.113,-1.294,0.816,-0.435,-0.901,-1.12,-1.301,0.696,-0.555,-1.021,-1.24,-1.421,1.326,0.075,-0.219,-0.181,-0.791,1.837,0.586,0.12,-0.099,-0.28,2.085,0.834,0.368,0.149,-0.032
14103,34134,1.68E+18,1492,52932,400,1,4.455285,0.465947,0.15034871,1.12E-05,8.921751,8.966872,9.001753,9.055498,9.08891,133.81284,1.24E+18,4.455284494,0.46600068,4145,301,5,140,GALAXY,19.92085,18.74924,18.02633,17.6312,17.37844,21.395,18.752,18.08,17.784,17.486,19.583,20.368,19.148,19.023,18.494,17.956,17.419,0.15480834,1.17161,0.72291,0.39513,0.25276,1.812,-0.831,-1.503,-1.799,-2.097,-0.785,1.22,0.125,0.529,0.538,0.537,1.027,-1.616,-2.288,-2.584,-2.882,2.247,-0.396,-1.068,-1.364,-1.662,2.372,-0.271,-0.943,-1.239,-1.537,2.901,0.258,-0.296,-0.298,-1.008,3.439,0.796,0.124,-0.172,-0.47,3.976,1.333,0.661,0.365,0.067
40268,60460,1.31E+18,1166,52751,125,1,231.38702,48.669575,0.05230105,7.73E-06,9.040193,9.043014,9.0501175,9.057222,9.081525,267.3776,1.24E+18,231.3870278,48.6695752,3705,301,6,185,GALAXY,17.95312,16.84346,16.30789,15.96241,15.74805,18.036,16.931,16.424,16.117,15.954,17.916,17.635,17.453,17.155,16.742,16.38,15.95,0.063266693,1.10966,0.53557,0.34548,0.21436,0.12,-0.985,-1.492,-1.799,-1.962,0.281,0.182,0.298,0.413,0.362,0.43,0.401,-0.704,-1.211,-1.518,-1.681,0.583,-0.522,-1.029,-1.336,-1.499,0.881,-0.224,-0.731,-1.038,-1.201,1.294,0.189,-0.307,-0.163,-0.788,1.656,0.551,0.044,-0.263,-0.426,2.086,0.981,0.474,0.167,0.004
85430,105687,7.75E+17,688,52203,366,1,5.4242244,1.2473522,0.151682,7.60E-06,8.983873,9.002283,9.017109,9.066964,9.078051,187.13846,1.24E+18,5.424150917,1.247360979,7717,301,1,366,GALAXY,19.48296,18.5179,18.00198,17.67011,17.48228,19.026,18.531,18.027,17.705,17.658,19.504,19.043,19.356,18.978,18.393,17.975,17.536,0.090756407,0.96506,0.51592,0.33187,0.18783,-0.478,-0.973,-1.477,-1.799,-1.846,0.461,-0.313,0.378,0.585,0.418,0.439,-0.017,-0.512,-1.016,-1.338,-1.385,-0.33,-0.825,-1.329,-1.651,-1.698,0.048,-0.447,-0.951,-1.273,-1.32,0.633,0.138,-0.322,-0.047,-0.735,1.051,0.556,0.052,-0.27,-0.317,1.49,0.995,0.491,0.169,0.122
11381,31410,1.74E+18,1542,53734,528,1,5.572819,0.664658,0.10335656,5.36E-06,8.800976,8.809098,8.826865,8.866316,8.915837,191.15991,1.24E+18,5.572812947,0.664636456,2728,301,5,450,GALAXY,19.99793,18.72668,18.13041,17.77057,17.55296,19.177,18.417,17.781,17.432,17.24,19.227,18.976,18.485,18.566,18.007,17.574,17.246,0.134716791,1.27125,0.59627,0.35984,0.21761,-0.05,-0.81,-1.446,-1.795,-1.987,0.251,0.491,-0.081,0.559,0.433,0.328,0.201,-0.559,-1.195,-1.544,-1.736,0.692,-0.068,-0.704,-1.053,-1.245,0.611,-0.149,-0.785,-1.134,-1.326,1.17,0.41,-0.349,-0.192,-0.767,1.603,0.843,0.207,-0.142,-0.334,1.931,1.171,0.535,0.186,-0.006
19010,19073,1.90E+18,1688,53462,468,1,256.33835,23.723274,0.11288257,8.54E-06,9.087028,9.122281,9.131088,9.1398945,9.176665,227.14487,1.24E+18,256.3382926,23.72327668,3918,301,5,408,GALAXY,18.84165,17.5673,16.99456,16.6399,16.43611,18.925,17.543,17,16.637,16.512,18.432,18.455,18.03,17.868,17.246,16.912,16.565,0.067685674,1.27435,0.57274,0.35466,0.20379,0.493,-0.889,-1.432,-1.795,-1.92,-0.023,0.425,0.162,0.622,0.334,0.347,0.47,-0.912,-1.455,-1.818,-1.943,0.895,-0.487,-1.03,-1.393,-1.518,1.057,-0.325,-0.868,-1.231,-1.356,1.679,0.297,-0.363,-0.125,-0.734,2.013,0.631,0.088,-0.275,-0.4,2.36,0.978,0.435,0.072,-0.053
28068,48162,1.49E+18,1324,53088,609,1,212.4464,55.599545,0.02597866,6.08E-06,8.771003,8.783964,8.795531,8.811769,8.819384,217.77187,1.24E+18,212.4464041,55.59954488,3705,301,6,96,GALAXY,16.86296,15.67555,15.17175,14.89846,14.68128,17.066,15.798,15.304,15.066,14.918,16.86,16.534,16.222,16.075,15.566,15.256,14.933,0.184866808,1.18741,0.5038,0.27329,0.21718,0.206,-1.062,-1.556,-1.794,-1.942,0.326,0.312,0.147,0.509,0.31,0.323,0.532,-0.736,-1.23,-1.468,-1.616,0.844,-0.424,-0.918,-1.156,-1.304,0.991,-0.277,-0.771,-1.009,-1.157,1.5,0.232,-0.238,-0.148,-0.648,1.81,0.542,0.048,-0.19,-0.338,2.133,0.865,0.371,0.133,-0.015
14008,34039,1.68E+18,1493,52933,568,1,7.347214,1.197913,0.18796296,1.05E-05,8.848381,8.912543,8.967209,9.009772,9.062979,114.37612,1.24E+18,7.347213174,1.197902203,7674,301,3,78,GALAXY,20.03877,19.11883,18.48499,18.1354,17.96935,20.211,19.223,18.607,18.319,18.284,20.113,19.812,21.791,19.762,19.183,18.522,18.296,0.152848284,0.91994,0.63384,0.34959,0.16605,0.098,-0.89,-1.506,-1.794,-1.829,0.301,-1.979,2.029,0.579,0.661,0.226,0.399,-0.589,-1.205,-1.493,-1.528,-1.58,-2.568,-3.184,-3.472,-3.507,0.449,-0.539,-1.155,-1.443,-1.478,1.028,0.04,-0.288,-0.035,-0.899,1.689,0.701,0.085,-0.203,-0.238,1.915,0.927,0.311,0.023,-0.012
714,20715,1.88E+18,1670,54553,150,1,209.31264,49.389336,0.10765943,6.19E-06,8.865006,8.89729,8.94233,8.95571,8.978637,182.71194,1.24E+18,209.3126312,49.38933757,3918,301,2,110,GALAXY,19.10351,18.14058,17.63167,17.29063,17.06325,19.367,18.091,17.599,17.386,17.206,19.179,18.855,18.743,18.459,17.865,17.547,17.171,0.3817642,0.96293,0.50891,0.34104,0.22738,0.188,-1.088,-1.58,-1.793,-1.973,0.324,0.112,0.284,0.594,0.318,0.376,0.512,-0.764,-1.256,-1.469,-1.649,0.624,-0.652,-1.144,-1.357,-1.537,0.908,-0.368,-0.86,-1.073,-1.253,1.502,0.226,-0.213,-0.18,-0.659,1.82,0.544,0.052,-0.161,-0.341,2.196,0.92,0.428,0.215,0.035
42985,63181,1.23E+18,1088,52929,449,1,5.139873,1.2036697,0.24100599,1.17E-05,8.601743,8.711342,8.814211,8.877084,8.956101,76.56467,1.24E+18,5.13983926,1.203648981,2728,301,6,447,GALAXY,20.98789,20.10962,19.33192,18.97468,18.7243,20.197,20.129,19.408,19.11,19.064,20.903,19.658,22.286,20.344,19.903,19.276,18.84,0.212918827,0.87827,0.7777,0.35724,0.25038,-0.706,-0.774,-1.495,-1.793,-1.839,1.245,-2.628,1.942,0.441,0.627,0.436,0.539,0.471,-0.25,-0.548,-0.594,-2.089,-2.157,-2.878,-3.176,-3.222,-0.147,-0.215,-0.936,-1.234,-1.28,0.294,0.226,-0.298,-0.046,-0.839,0.921,0.853,0.132,-0.166,-0.212,1.357,1.289,0.568,0.27,0.224
158,20158,1.89E+18,1675,53466,504,1,222.55534,46.737114,0.13088192,6.93E-06,8.942456,8.965356,8.981356,8.99425,8.999371,215.17558,1.24E+18,222.5553558,46.73710712,3918,301,5,171,GALAXY,18.89711,18.00043,17.59417,17.23293,17.10352,19.013,18.066,17.679,17.326,17.359,19.118,18.799,18.696,18.358,17.859,17.585,17.194,0.211032054,0.89668,0.40626,0.36124,0.12941,-0.105,-1.052,-1.439,-1.792,-1.759,0.319,0.103,0.338,0.499,0.274,0.391,0.214,-0.733,-1.12,-1.473,-1.44,0.317,-0.63,-1.017,-1.37,-1.337,0.655,-0.292,-0.679,-1.032,-0.999,1.154,0.207,-0.353,0.033,-0.5,1.428,0.481,0.094,-0.259,-0.226,1.819,0.872,0.485,0.132,0.165
43053,63249,1.23E+18,1088,52929,151,1,5.450377,-0.242031,0.046565056,9.23E-06,8.0830765,8.204532,8.393831,8.557157,8.648035,37.28968,1.24E+18,5.450351818,-0.24204982,4263,301,3,152,GALAXY,19.73554,18.41871,18.04241,17.85169,17.7641,18.89,17.886,17.626,17.525,17.088,19.316,17.27,18.327,18.178,17.494,17.41,17.468,0.530153752,1.31683,0.3763,0.19072,0.08759,-0.426,-1.43,-1.69,-1.791,-2.228,2.046,-1.057,0.149,0.684,0.084,-0.058,1.62,0.616,0.356,0.255,-0.182,0.563,-0.441,-0.701,-0.802,-1.239,0.712,-0.292,-0.552,-0.653,-1.09,1.396,0.392,-0.101,-0.437,-0.406,1.48,0.476,0.216,0.115,-0.322,1.422,0.418,0.158,0.057,-0.38
78776,99021,8.56E+17,760,52264,132,1,125.09761,40.731503,0.06638554,7.58E-06,8.860334,8.863313,8.870813,8.878313,8.931506,252.30423,1.24E+18,125.09763,40.73147794,2137,301,3,169,GALAXY,18.97577,17.87012,17.47684,17.10536,17.08858,18.887,17.813,17.22,16.927,16.726,18.718,18.573,18.576,17.97,17.667,17.193,16.915,0.169716761,1.10565,0.39328,0.37148,0.01678,0.169,-0.905,-1.498,-1.791,-1.992,0.145,-0.003,0.606,0.303,0.474,0.278,0.314,-0.76,-1.353,-1.646,-1.847,0.311,-0.763,-1.356,-1.649,-1.85,0.917,-0.157,-0.75,-1.043,-1.244,1.22,0.146,-0.293,-0.201,-0.941,1.694,0.62,0.027,-0.266,-0.467,1.972,0.898,0.305,0.012,-0.189
99443,119707,6.14E+17,545,52202,234,1,120.73649,39.963226,0.04274711,1.05E-05,8.312203,8.588263,8.678636,8.760161,8.824859,75.349045,1.24E+18,120.7364951,39.96323471,1889,301,4,108,GALAXY,19.26627,17.98554,17.49525,17.2109,17.03996,19.192,18,17.522,17.25,17.101,19.04,18.882,18.504,18.271,17.781,17.44,17.237,0.483685335,1.28073,0.49029,0.28435,0.17094,0.152,-1.04,-1.518,-1.79,-1.939,0.158,0.378,0.233,0.49,0.341,0.203,0.31,-0.882,-1.36,-1.632,-1.781,0.688,-0.504,-0.982,-1.254,-1.403,0.921,-0.271,-0.749,-1.021,-1.17,1.411,0.219,-0.272,-0.149,-0.68,1.752,0.56,0.082,-0.19,-0.339,1.955,0.763,0.285,0.013,-0.136
16013,36048,1.64E+18,1456,53115,224,1,191.651,41.07365,0.066013224,1.23E-05,8.854225,8.917433,8.96793,9.012495,9.068755,114.33963,1.24E+18,191.6509766,41.07364679,3840,301,1,208,GALAXY,19.36151,17.86942,17.20292,16.77768,16.51289,18.774,17.738,17.069,16.781,16.508,18.571,18.973,18.348,18.017,17.556,17.015,16.519,0.367612524,1.49209,0.6665,0.42524,0.26479,0.203,-0.833,-1.502,-1.79,-2.063,-0.402,0.625,0.331,0.461,0.541,0.496,-0.199,-1.235,-1.904,-2.192,-2.465,0.426,-0.61,-1.279,-1.567,-1.84,0.757,-0.279,-0.948,-1.236,-1.509,1.218,0.182,-0.288,-0.273,-1.048,1.759,0.723,0.054,-0.234,-0.507,2.255,1.219,0.55,0.262,-0.011
33142,53310,1.43E+18,1270,52991,213,1,131.67125,30.141327,0.048142176,7.00E-06,8.793321,8.807134,8.824667,8.839501,8.876341,190.26222,1.24E+18,131.6712395,30.14131914,3606,301,2,51,GALAXY,19.404,18.28781,17.76093,17.43451,17.21806,19.498,18.286,17.769,17.488,17.332,19.277,18.987,18.78,18.523,18.108,17.72,17.278,0.079642927,1.11619,0.52688,0.32642,0.21645,0.221,-0.991,-1.508,-1.789,-1.945,0.29,0.207,0.257,0.415,0.388,0.442,0.511,-0.701,-1.218,-1.499,-1.655,0.718,-0.494,-1.011,-1.292,-1.448,0.975,-0.237,-0.754,-1.035,-1.191,1.39,0.178,-0.281,-0.156,-0.776,1.778,0.566,0.049,-0.232,-0.388,2.22,1.008,0.491,0.21,0.054
28110,48204,1.49E+18,1324,53088,393,1,210.22348,55.289783,0.06846729,9.68E-06,9.005942,9.082345,9.093889,9.145757,9.159094,188.44429,1.24E+18,210.2234662,55.28977615,3705,301,4,88,GALAXY,17.99599,16.70178,16.12579,15.77276,15.59211,17.784,16.447,15.947,15.644,15.515,17.433,17.351,17.053,16.747,16.309,15.875,15.548,0.079258348,1.29421,0.57599,0.35303,0.18065,0.351,-0.986,-1.486,-1.789,-1.918,0.082,0.298,0.306,0.438,0.434,0.327,0.433,-0.904,-1.404,-1.707,-1.836,0.731,-0.606,-1.106,-1.409,-1.538,1.037,-0.3,-0.8,-1.103,-1.232,1.475,0.138,-0.303,-0.129,-0.794,1.909,0.572,0.072,-0.231,-0.36,2.236,0.899,0.399,0.096,-0.033
