col1,name,SPECOBJID,PLATEID,MJD,FIBERID,BPTCLASS,RA_1,DEC_1,Z,Z_ERR,OH_P2P5,OH_P16,OH_P50,OH_P84,OH_P97P5,OH_ENTROPY,objID,ra_1a,dec_1a,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,uJAVA,gSDSS,rSDSS,iSDSS,zSDSS,J0378,J0395,J0410,J0430,J0515,J0660,J0861,Separation,u-g,g-r,r-i,i-z,uJAVA-J0378,gSDSS-J0378,rSDSS-J0378,iSDSS-J0378,zSDSS-J0378,J0378-J0395,J0395-J0410,J0410-J0430,J0430-J0515,J0515-J0660,J0660-J0861,uJAVA-J0395,gSDSS-J0395,rSDSS-J0395,iSDSS-J0395,zSDSS-J0395,uJAVA-J0410,gSDSS-J0410,rSDSS-J0410,iSDSS-J0410,zSDSS-J0410,uJAVA-J0430,gSDSS-J0430,rSDSS-J0430,iSDSS-J0430,zSDSS-J0430,uJAVA-J0515,gSDSS-J0515,rSDSS-J0515,iSDSS-J0515,zSDSS-J0515,uJAVA-J0660,gSDSS-J0660,rSDSS-J0660,iSDSS-J0660,zSDSS-J0660,uJAVA-J0861,gSDSS-J0861,rSDSS-J0861,iSDSS-J0861,zSDSS-J0861
23081,43139,1.55E+18,1377,53050,484,1,206.61317,40.788017,0.075440526,1.31E-05,8.843718,8.868118,8.914282,8.95491,8.9836,165.61545,1.24E+18,206.6131567,40.78802158,3893,301,4,283,GALAXY,18.96746,17.48517,16.77573,16.36132,16.1033,18.85,17.588,16.936,16.573,16.369,18.847,18.74,18.332,17.914,17.412,16.842,16.396,0.072835184,1.48229,0.70944,0.41441,0.25802,0.003,-1.259,-1.911,-2.274,-2.478,0.107,0.408,0.418,0.502,0.57,0.446,0.11,-1.152,-1.804,-2.167,-2.371,0.518,-0.744,-1.396,-1.759,-1.963,0.936,-0.326,-0.978,-1.341,-1.545,1.438,0.176,-0.363,-0.204,-1.043,2.008,0.746,0.094,-0.269,-0.473,2.454,1.192,0.54,0.177,-0.027
156,20156,1.89E+18,1675,53466,521,1,222.3331,47.282566,0.074208245,6.29E-06,8.693897,8.722027,8.793317,8.819464,8.844552,138.97476,1.24E+18,222.3331386,47.28254936,3918,301,6,168,GALAXY,18.9771,17.66504,17.15957,16.81738,16.64594,18.979,17.74,17.241,16.963,16.851,19.234,18.394,18.276,18.171,17.541,17.126,16.726,0.301697753,1.31206,0.50547,0.34219,0.17144,-0.255,-1.494,-1.993,-2.271,-2.383,0.84,0.118,0.105,0.63,0.415,0.4,0.585,-0.654,-1.153,-1.431,-1.543,0.703,-0.536,-1.035,-1.313,-1.425,0.808,-0.431,-0.93,-1.208,-1.32,1.438,0.199,-0.278,-0.112,-0.69,1.853,0.614,0.115,-0.163,-0.275,2.253,1.014,0.515,0.237,0.125
31826,51993,1.44E+18,1283,52762,254,1,203.25932,47.627068,0.06326117,1.27E-05,9.143506,9.165619,9.2245,9.237094,9.276246,194.13321,1.24E+18,203.2593568,47.62707101,2964,301,1,403,GALAXY,17.90626,16.45965,15.64501,15.20014,14.89701,17.993,16.685,15.999,15.615,15.4,17.886,17.775,17.373,17.065,16.367,15.946,15.434,0.370800723,1.44661,0.81464,0.44487,0.30313,0.107,-1.201,-1.887,-2.271,-2.486,0.111,0.402,0.308,0.698,0.421,0.512,0.218,-1.09,-1.776,-2.16,-2.375,0.62,-0.688,-1.374,-1.758,-1.973,0.928,-0.38,-1.066,-1.45,-1.665,1.626,0.318,-0.384,-0.215,-0.967,2.047,0.739,0.053,-0.331,-0.546,2.559,1.251,0.565,0.181,-0.034
47233,67433,1.18E+18,1048,52736,282,1,222.33762,47.4175,0.026003694,1.59E-05,8.902103,8.943294,8.974464,8.998151,9.018796,163.70512,1.24E+18,222.3376176,47.41752373,3918,301,6,168,GALAXY,18.18792,16.66488,15.85303,15.42484,15.07501,18.306,16.606,15.825,15.438,15.162,17.707,17.641,17.355,17.024,16.363,15.702,15.268,0.320366181,1.52304,0.81185,0.42819,0.34983,0.599,-1.101,-1.882,-2.269,-2.545,0.066,0.286,0.331,0.661,0.661,0.434,0.665,-1.035,-1.816,-2.203,-2.479,0.951,-0.749,-1.53,-1.917,-2.193,1.282,-0.418,-1.199,-1.586,-1.862,1.943,0.243,-0.387,-0.276,-1.201,2.604,0.904,0.123,-0.264,-0.54,3.038,1.338,0.557,0.17,-0.106
40189,60381,1.31E+18,1167,52738,86,1,235.1667,47.592346,0.06697172,1.03E-05,9.078452,9.125501,9.172723,9.258117,9.339069,110.32479,1.24E+18,235.1667277,47.59234761,3226,301,3,21,GALAXY,17.5869,16.21076,15.52295,15.13527,14.86202,17.92,16.543,15.885,15.556,15.36,17.824,17.213,17.271,16.949,16.259,15.838,15.373,0.026380726,1.37614,0.68781,0.38768,0.27325,0.096,-1.281,-1.939,-2.268,-2.464,0.611,-0.058,0.322,0.69,0.421,0.465,0.707,-0.67,-1.328,-1.657,-1.853,0.649,-0.728,-1.386,-1.715,-1.911,0.971,-0.406,-1.064,-1.393,-1.589,1.661,0.284,-0.329,-0.196,-0.899,2.082,0.705,0.047,-0.282,-0.478,2.547,1.17,0.512,0.183,-0.013
15593,35628,1.64E+18,1460,53138,134,1,198.84474,41.551537,0.10870653,8.07E-06,9.041582,9.05089,9.102902,9.114608,9.119256,206.70479,1.24E+18,198.8447586,41.55154434,3893,301,3,244,GALAXY,19.27404,17.47447,16.70108,16.21806,15.90438,18.675,17.419,16.742,16.317,16.108,18.584,18.402,18.216,17.892,17.137,16.632,16.168,0.318399541,1.79957,0.77339,0.48302,0.31368,0.091,-1.165,-1.842,-2.267,-2.476,0.182,0.186,0.324,0.755,0.505,0.464,0.273,-0.983,-1.66,-2.085,-2.294,0.459,-0.797,-1.474,-1.899,-2.108,0.783,-0.473,-1.15,-1.575,-1.784,1.538,0.282,-0.425,-0.209,-1.029,2.043,0.787,0.11,-0.315,-0.524,2.507,1.251,0.574,0.149,-0.06
10698,30727,1.75E+18,1556,53740,583,1,32.27304,0.619257,0.06772987,6.38E-06,8.043344,8.147642,8.296795,8.465407,8.580984,47.724136,1.24E+18,32.27304154,0.619239355,4263,301,5,331,GALAXY,20.40032,19.19006,18.75993,18.48109,18.34529,19.909,19.475,18.801,18.552,18.523,20.817,19.533,19.824,19.32,19.356,18.589,18.577,0.016184502,1.21026,0.43013,0.27884,0.1358,-0.908,-1.342,-2.016,-2.265,-2.294,1.284,-0.291,0.504,-0.036,0.767,0.012,0.376,-0.058,-0.732,-0.981,-1.01,0.085,-0.349,-1.023,-1.272,-1.301,0.589,0.155,-0.519,-0.768,-0.797,0.553,0.119,-0.249,-0.029,-0.833,1.32,0.886,0.212,-0.037,-0.066,1.332,0.898,0.224,-0.025,-0.054
65,80,2.12E+18,1879,54478,117,1,151.23166,68.23669,0.074565426,1.01E-05,8.843255,8.901454,8.929131,8.964146,8.995238,149.2408,1.24E+18,151.2316413,68.23665132,4264,301,1,261,GALAXY,19.42426,18.23978,17.72879,17.4132,17.21935,19.37,18.392,17.813,17.537,17.344,19.801,18.986,18.859,18.515,18.145,17.727,17.412,0.366310354,1.18448,0.51099,0.31559,0.19385,-0.431,-1.409,-1.988,-2.264,-2.457,0.815,0.127,0.344,0.37,0.418,0.315,0.384,-0.594,-1.173,-1.449,-1.642,0.511,-0.467,-1.046,-1.322,-1.515,0.855,-0.123,-0.702,-0.978,-1.171,1.225,0.247,-0.276,-0.193,-0.801,1.643,0.665,0.086,-0.19,-0.383,1.958,0.98,0.401,0.125,-0.068
17921,37964,1.62E+18,1437,53046,636,1,167.91643,40.97126,0.077296935,4.36E-05,8.832948,8.918262,8.98961,9.058189,9.11161,104.17771,1.24E+18,167.9164274,40.97126129,3840,301,3,89,GALAXY,19.61106,18.43506,17.6399,17.22355,16.94365,19.251,18.519,17.669,17.279,17.037,19.541,19.272,19.424,19.487,18.055,17.497,17.061,0.038929088,1.176,0.79516,0.41635,0.2799,-0.29,-1.022,-1.872,-2.262,-2.504,0.269,-0.152,-0.063,1.432,0.558,0.436,-0.021,-0.753,-1.603,-1.993,-2.235,-0.173,-0.905,-1.755,-2.145,-2.387,-0.236,-0.968,-1.818,-2.208,-2.45,1.196,0.464,-0.39,-0.242,-1.018,1.754,1.022,0.172,-0.218,-0.46,2.19,1.458,0.608,0.218,-0.024
81021,101271,8.28E+17,735,52519,237,1,331.80667,12.503251,0.14767838,1.52E-05,9.0037,9.050769,9.096292,9.1393175,9.1949,152.3714,1.24E+18,331.8066646,12.50324723,1739,301,3,119,GALAXY,19.43855,18.16889,17.39451,16.93746,16.54192,19.709,18.324,17.728,17.324,17.119,19.586,19.377,19.127,18.947,18.014,17.509,17.141,0.087929562,1.26966,0.77438,0.45705,0.39554,0.123,-1.262,-1.858,-2.262,-2.467,0.209,0.25,0.18,0.933,0.505,0.368,0.332,-1.053,-1.649,-2.053,-2.258,0.582,-0.803,-1.399,-1.803,-2.008,0.762,-0.623,-1.219,-1.623,-1.828,1.695,0.31,-0.404,-0.205,-0.895,2.2,0.815,0.219,-0.185,-0.39,2.568,1.183,0.587,0.183,-0.022
33197,53365,1.43E+18,1269,52937,494,1,130.66487,30.255999,0.115391456,7.59E-06,8.982571,8.999123,9.008056,9.016286,9.019553,245.31625,1.24E+18,130.6648695,30.25599937,3560,301,4,156,GALAXY,19.4703,18.44676,17.86677,17.38942,17.20769,19.732,18.447,17.893,17.44,17.297,19.697,19.098,19.099,18.684,18.204,17.749,17.306,0.194791776,1.02354,0.57999,0.47735,0.18173,0.035,-1.25,-1.804,-2.257,-2.4,0.599,-0.001,0.415,0.48,0.455,0.443,0.634,-0.651,-1.205,-1.658,-1.801,0.633,-0.652,-1.206,-1.659,-1.802,1.048,-0.237,-0.791,-1.244,-1.387,1.528,0.243,-0.453,-0.143,-0.907,1.983,0.698,0.144,-0.309,-0.452,2.426,1.141,0.587,0.134,-0.009
27437,47520,1.50E+18,1331,52766,548,1,231.79868,48.15375,0.07395751,1.00E-05,9.132229,9.159815,9.236329,9.279986,9.380034,134.9644,1.24E+18,231.7987092,48.15373608,3187,301,6,36,GALAXY,17.56258,16.13814,15.39481,14.97737,14.67104,17.9,16.293,15.58,15.215,14.938,17.47,17.282,17.073,16.683,16.046,15.465,15.036,0.139518221,1.42444,0.74333,0.41744,0.30633,0.43,-1.177,-1.89,-2.255,-2.532,0.188,0.209,0.39,0.637,0.581,0.429,0.618,-0.989,-1.702,-2.067,-2.344,0.827,-0.78,-1.493,-1.858,-2.135,1.217,-0.39,-1.103,-1.468,-1.745,1.854,0.247,-0.365,-0.277,-1.108,2.435,0.828,0.115,-0.25,-0.527,2.864,1.257,0.544,0.179,-0.098
11396,31425,1.74E+18,1542,53734,462,1,5.079364,0.102253,0.13595325,5.49E-06,8.962564,8.97888,9.010501,9.049905,9.059951,183.80052,1.24E+18,5.079366676,0.102255329,4263,301,4,149,GALAXY,20.50724,19.18046,18.43377,17.99554,17.80407,20.315,19.346,18.563,18.177,17.959,20.431,22.792,20.844,19.469,19.025,18.4,18.015,0.075269876,1.32678,0.74669,0.43823,0.19147,-0.116,-1.085,-1.868,-2.254,-2.472,-2.361,1.948,1.375,0.444,0.625,0.385,-2.477,-3.446,-4.229,-4.615,-4.833,-0.529,-1.498,-2.281,-2.667,-2.885,0.846,-0.123,-0.906,-1.292,-1.51,1.29,0.321,-0.386,-0.218,-1.066,1.915,0.946,0.163,-0.223,-0.441,2.3,1.331,0.548,0.162,-0.056
28074,48168,1.49E+18,1324,53088,552,1,212.45741,55.01612,0.042469803,1.18E-05,8.759602,8.837247,8.903428,8.9621315,9.009682,98.79818,1.24E+18,212.4574189,55.01612501,3705,301,5,97,GALAXY,18.8952,17.56377,17.02807,16.74553,16.59079,19.947,17.595,17.028,16.702,16.665,18.954,18.573,18.102,17.692,17.363,16.896,16.616,0.617052958,1.33143,0.5357,0.28254,0.15474,0.993,-1.359,-1.926,-2.252,-2.289,0.381,0.471,0.41,0.329,0.467,0.28,1.374,-0.978,-1.545,-1.871,-1.908,1.845,-0.507,-1.074,-1.4,-1.437,2.255,-0.097,-0.664,-0.99,-1.027,2.584,0.232,-0.326,-0.037,-0.698,3.051,0.699,0.132,-0.194,-0.231,3.331,0.979,0.412,0.086,0.049
15610,35645,1.64E+18,1460,53138,22,1,198.99869,41.14652,0.06770935,1.02E-05,8.904578,8.948168,8.987053,9.019669,9.074917,136.33444,1.24E+18,198.9987025,41.14651114,3893,301,2,245,GALAXY,18.59419,17.38499,16.87226,16.54223,16.35775,18.399,17.343,16.914,16.637,16.529,18.888,18.05,17.87,17.786,17.095,16.844,16.48,0.135549982,1.2092,0.51273,0.33003,0.18448,-0.489,-1.545,-1.974,-2.251,-2.359,0.838,0.18,0.084,0.691,0.251,0.364,0.349,-0.707,-1.136,-1.413,-1.521,0.529,-0.527,-0.956,-1.233,-1.341,0.613,-0.443,-0.872,-1.149,-1.257,1.304,0.248,-0.277,-0.108,-0.566,1.555,0.499,0.07,-0.207,-0.315,1.919,0.863,0.434,0.157,0.049
80997,101247,8.28E+17,735,52519,422,1,331.69058,12.748341,0.13989763,6.67E-06,9.080642,9.084206,9.093181,9.126653,9.139341,233.94682,1.24E+18,331.6905676,12.74834235,2507,301,4,99,GALAXY,19.95631,18.5703,17.76352,17.20533,16.92086,20.115,18.699,17.875,17.422,17.158,19.673,19.671,19.528,19.466,18.314,17.729,17.375,0.062135031,1.38601,0.80678,0.55819,0.28447,0.442,-0.974,-1.798,-2.251,-2.515,0.002,0.143,0.062,1.152,0.585,0.354,0.444,-0.972,-1.796,-2.249,-2.513,0.587,-0.829,-1.653,-2.106,-2.37,0.649,-0.767,-1.591,-2.044,-2.308,1.801,0.385,-0.453,-0.264,-1.156,2.386,0.97,0.146,-0.307,-0.571,2.74,1.324,0.5,0.047,-0.217
33243,53411,1.43E+18,1269,52937,155,1,130.88965,30.065521,0.07196905,1.03E-05,8.821183,8.860689,8.924694,8.961731,8.999181,121.91098,1.24E+18,130.8896415,30.06551851,3560,301,3,156,GALAXY,19.62818,18.187,17.51216,17.11267,16.82676,19.992,18.126,17.551,17.142,16.912,19.392,19.074,18.682,18.37,17.915,17.394,17.027,0.031480101,1.44118,0.67484,0.39949,0.28591,0.6,-1.266,-1.841,-2.25,-2.48,0.318,0.392,0.312,0.455,0.521,0.367,0.918,-0.948,-1.523,-1.932,-2.162,1.31,-0.556,-1.131,-1.54,-1.77,1.622,-0.244,-0.819,-1.228,-1.458,2.077,0.211,-0.409,-0.23,-1.003,2.598,0.732,0.157,-0.252,-0.482,2.965,1.099,0.524,0.115,-0.115
118347,138646,4.39E+17,390,51816,345,1,4.3241415,0.5493762,0.19350952,2.10E-05,8.79455,8.881488,8.961545,9.01577,9.080358,92.33752,1.24E+18,4.324070805,0.549284803,4145,301,5,139,GALAXY,19.39486,18.24813,17.5012,17.12213,16.9324,20.136,18.206,17.617,17.246,17.142,19.495,18.789,18.523,19,17.939,17.433,17.162,0.194942294,1.14673,0.74693,0.37907,0.18973,0.641,-1.289,-1.878,-2.249,-2.353,0.706,0.266,-0.477,1.061,0.506,0.271,1.347,-0.583,-1.172,-1.543,-1.647,1.613,-0.317,-0.906,-1.277,-1.381,1.136,-0.794,-1.383,-1.754,-1.858,2.197,0.267,-0.371,-0.104,-0.797,2.703,0.773,0.184,-0.187,-0.291,2.974,1.044,0.455,0.084,-0.02
33183,53351,1.43E+18,1269,52937,624,1,131.87215,30.559067,0.078876555,1.00E-05,8.982213,9.050196,9.116238,9.2657,9.416155,82.766075,1.24E+18,131.8721337,30.55905334,3560,301,3,163,GALAXY,18.96707,17.6351,17.00766,16.61433,16.37114,18.885,17.721,17.065,16.718,16.521,18.966,18.679,18.452,18.055,17.422,16.98,16.542,0.428448881,1.33197,0.62744,0.39333,0.24319,-0.081,-1.245,-1.901,-2.248,-2.445,0.287,0.227,0.397,0.633,0.442,0.438,0.206,-0.958,-1.614,-1.961,-2.158,0.433,-0.731,-1.387,-1.734,-1.931,0.83,-0.334,-0.99,-1.337,-1.534,1.463,0.299,-0.347,-0.197,-0.901,1.905,0.741,0.085,-0.262,-0.459,2.343,1.179,0.523,0.176,-0.021
115810,136109,4.56E+17,405,51816,401,1,33.224155,1.166735,0.039935045,9.54E-06,8.165863,8.33546,8.555923,8.649765,8.720349,48.654766,1.24E+18,33.22410321,1.166809263,8062,301,1,118,GALAXY,18.78089,17.56708,17.1416,16.88344,16.68996,18.642,17.56,17.183,16.968,16.84,19.213,18.266,18.048,17.835,17.302,17.027,16.843,0.233776841,1.21381,0.42548,0.25816,0.19348,-0.571,-1.653,-2.03,-2.245,-2.373,0.947,0.218,0.213,0.533,0.275,0.184,0.376,-0.706,-1.083,-1.298,-1.426,0.594,-0.488,-0.865,-1.08,-1.208,0.807,-0.275,-0.652,-0.867,-0.995,1.34,0.258,-0.215,-0.128,-0.462,1.615,0.533,0.156,-0.059,-0.187,1.799,0.717,0.34,0.125,-0.003
75456,95699,8.91E+17,791,52435,283,1,220.50233,56.092606,0.0774832,8.28E-06,8.867443,8.893581,8.952624,8.97461,9.014036,158.61607,1.24E+18,220.5023492,56.09255818,3225,301,6,77,GALAXY,19.62046,18.33938,17.80383,17.47261,17.30602,20.232,18.174,17.638,17.305,17.321,19.549,18.978,18.724,18.527,18.146,17.522,17.306,0.126163797,1.28108,0.53555,0.33122,0.16659,0.683,-1.375,-1.911,-2.244,-2.228,0.571,0.254,0.197,0.381,0.624,0.216,1.254,-0.804,-1.34,-1.673,-1.657,1.508,-0.55,-1.086,-1.419,-1.403,1.705,-0.353,-0.889,-1.222,-1.206,2.086,0.028,-0.333,0.016,-0.825,2.71,0.652,0.116,-0.217,-0.201,2.926,0.868,0.332,-0.001,0.015
12894,32925,1.70E+18,1506,53003,553,1,32.22178,0.49248,0.06740286,8.63E-06,8.580347,8.656595,8.709609,8.788523,8.8366995,102.1481,1.24E+18,32.2218122,0.492462975,4263,301,5,331,GALAXY,19.62496,18.44279,17.90463,17.52687,17.34789,19.079,18.442,17.898,17.631,17.48,19.873,18.699,18.909,18.717,18.353,17.913,17.508,0.546734536,1.18217,0.53816,0.37776,0.17898,-0.794,-1.431,-1.975,-2.242,-2.393,1.174,-0.21,0.192,0.364,0.44,0.405,0.38,-0.257,-0.801,-1.068,-1.219,0.17,-0.467,-1.011,-1.278,-1.429,0.362,-0.275,-0.819,-1.086,-1.237,0.726,0.089,-0.267,-0.151,-0.873,1.166,0.529,-0.015,-0.282,-0.433,1.571,0.934,0.39,0.123,-0.028
28073,48167,1.49E+18,1324,53088,553,1,212.47057,54.926563,0.043317694,8.46E-06,9.090542,9.116752,9.143154,9.157573,9.192724,178.74889,1.24E+18,212.470599,54.92655398,3712,301,5,192,GALAXY,17.41346,16.07347,15.46444,15.09004,14.8288,17.408,16.025,15.45,15.108,14.948,17.35,16.89,16.652,16.222,15.843,15.341,14.976,0.117301776,1.33999,0.60903,0.3744,0.26124,0.058,-1.325,-1.9,-2.242,-2.402,0.46,0.238,0.43,0.379,0.502,0.365,0.518,-0.865,-1.44,-1.782,-1.942,0.756,-0.627,-1.202,-1.544,-1.704,1.186,-0.197,-0.772,-1.114,-1.274,1.565,0.182,-0.342,-0.16,-0.895,2.067,0.684,0.109,-0.233,-0.393,2.432,1.049,0.474,0.132,-0.028
72535,92772,9.15E+17,813,52354,118,1,242.09903,47.055862,0.045967277,6.28E-06,8.83788,8.844513,8.856115,8.87556,8.93213,204.27892,1.24E+18,242.0990476,47.05590626,2326,301,5,299,GALAXY,18.43003,17.14999,16.58804,16.20458,15.92485,18.421,17.166,16.509,16.192,16.019,18.431,17.768,17.706,17.156,16.891,16.448,16.074,0.253053291,1.28004,0.56195,0.38346,0.27973,-0.01,-1.265,-1.922,-2.239,-2.412,0.663,0.062,0.55,0.265,0.443,0.374,0.653,-0.602,-1.259,-1.576,-1.749,0.715,-0.54,-1.197,-1.514,-1.687,1.265,0.01,-0.647,-0.964,-1.137,1.53,0.275,-0.317,-0.173,-0.872,1.973,0.718,0.061,-0.256,-0.429,2.347,1.092,0.435,0.118,-0.055
15514,35548,1.64E+18,1460,53138,538,1,199.10793,41.807163,0.07406953,7.64E-06,9.043937,9.083594,9.125722,9.13699,9.189701,198.79095,1.24E+18,199.1079154,41.80716374,3840,301,4,245,GALAXY,17.65721,16.18032,15.42405,15.00076,14.70734,18.337,16.406,15.749,15.398,15.188,17.637,17.414,17.092,16.82,16.223,15.629,15.195,0.099367591,1.47689,0.75627,0.42329,0.29342,0.7,-1.231,-1.888,-2.239,-2.449,0.223,0.322,0.272,0.597,0.594,0.434,0.923,-1.008,-1.665,-2.016,-2.226,1.245,-0.686,-1.343,-1.694,-1.904,1.517,-0.414,-1.071,-1.422,-1.632,2.114,0.183,-0.351,-0.21,-1.035,2.708,0.777,0.12,-0.231,-0.441,3.142,1.211,0.554,0.203,-0.007
15301,35335,1.65E+18,1462,53112,468,1,200.54129,42.05696,0.0415808,8.84E-06,8.99457,9.040833,9.057896,9.12339,9.169873,162.53255,1.24E+18,200.5412853,42.056958,3840,301,5,252,GALAXY,17.7655,16.08478,15.24398,14.81968,14.52412,17.352,15.867,15.168,14.798,14.56,17.036,16.807,16.651,16.196,15.641,15.039,14.597,0.028658267,1.68072,0.8408,0.4243,0.29556,0.316,-1.169,-1.868,-2.238,-2.476,0.229,0.156,0.455,0.555,0.602,0.442,0.545,-0.94,-1.639,-2.009,-2.247,0.701,-0.784,-1.483,-1.853,-2.091,1.156,-0.329,-1.028,-1.398,-1.636,1.711,0.226,-0.37,-0.238,-1.081,2.313,0.828,0.129,-0.241,-0.479,2.755,1.27,0.571,0.201,-0.037
40094,60284,1.32E+18,1168,52731,46,1,237.88843,45.704678,0.09540017,9.19E-06,8.941557,8.981254,9.016221,9.084711,9.135257,133.53044,1.24E+18,237.888429,45.7046431,3226,301,3,39,GALAXY,19.99907,18.5156,17.81584,17.52698,17.12164,20.258,18.434,17.871,17.434,17.293,19.672,19.6,19.053,19.036,18.118,17.676,17.425,0.133116153,1.48347,0.69976,0.28886,0.40534,0.586,-1.238,-1.801,-2.238,-2.379,0.072,0.547,0.017,0.918,0.442,0.251,0.658,-1.166,-1.729,-2.166,-2.307,1.205,-0.619,-1.182,-1.619,-1.76,1.222,-0.602,-1.165,-1.602,-1.743,2.14,0.316,-0.437,-0.141,-0.825,2.582,0.758,0.195,-0.242,-0.383,2.833,1.009,0.446,0.009,-0.132
40158,60348,1.31E+18,1167,52738,246,1,234.41719,47.134754,0.07164232,5.80E-06,9.061226,9.069922,9.105426,9.115642,9.119699,227.71861,1.24E+18,234.4171626,47.13472613,3225,301,1,158,GALAXY,19.109,17.65842,17.01059,16.55288,16.30195,19.065,17.707,16.996,16.65,16.38,18.887,18.496,18.197,17.933,17.426,16.948,16.434,0.297637134,1.45058,0.64783,0.45771,0.25093,0.178,-1.18,-1.891,-2.237,-2.507,0.391,0.299,0.264,0.507,0.478,0.514,0.569,-0.789,-1.5,-1.846,-2.116,0.868,-0.49,-1.201,-1.547,-1.817,1.132,-0.226,-0.937,-1.283,-1.553,1.639,0.281,-0.346,-0.27,-1.046,2.117,0.759,0.048,-0.298,-0.568,2.631,1.273,0.562,0.216,-0.054
40092,60282,1.32E+18,1168,52731,64,1,238.48616,46.25736,0.10860737,1.66E-05,8.887564,8.9545765,9.003019,9.064051,9.12371,108.527985,1.24E+18,238.4861644,46.25736169,3225,301,4,176,GALAXY,19.73248,18.25307,17.53582,17.12028,16.82989,21.968,18.222,17.682,17.393,17.177,19.628,19.309,18.831,18.861,18.247,17.554,17.194,0.015026512,1.47941,0.71725,0.41554,0.29039,2.34,-1.406,-1.946,-2.235,-2.451,0.319,0.478,-0.03,0.614,0.693,0.36,2.659,-1.087,-1.627,-1.916,-2.132,3.137,-0.609,-1.149,-1.438,-1.654,3.107,-0.639,-1.179,-1.468,-1.684,3.721,-0.025,-0.289,-0.216,-1.07,4.414,0.668,0.128,-0.161,-0.377,4.774,1.028,0.488,0.199,-0.017
15317,35351,1.65E+18,1462,53112,393,1,199.46498,41.805866,0.073508695,8.94E-06,8.605586,8.685538,8.748348,8.825972,8.875328,93.12969,1.24E+18,199.4649835,41.80587065,3893,301,4,247,GALAXY,19.36066,18.26978,17.81081,17.52291,17.35182,19.456,18.183,17.828,17.589,17.482,19.823,19.758,18.419,18.322,18.137,17.754,17.461,0.075745585,1.09088,0.45897,0.2879,0.17109,-0.367,-1.64,-1.995,-2.234,-2.341,0.065,1.339,0.097,0.185,0.383,0.293,-0.302,-1.575,-1.93,-2.169,-2.276,1.037,-0.236,-0.591,-0.83,-0.937,1.134,-0.139,-0.494,-0.733,-0.84,1.319,0.046,-0.239,-0.107,-0.655,1.702,0.429,0.074,-0.165,-0.272,1.995,0.722,0.367,0.128,0.021
15198,35232,1.65E+18,1463,53063,443,1,201.93912,47.38508,0.07486713,7.16E-06,8.800303,8.810496,8.8366375,8.873377,8.911254,171.88263,1.24E+18,201.9391387,47.38507803,3716,301,6,115,GALAXY,19.33039,18.0672,17.52504,17.12013,16.95174,19.49,18.202,17.778,17.474,17.333,19.708,19.219,18.735,18.579,18.094,17.629,17.326,0.104241736,1.26319,0.54216,0.40491,0.16839,-0.218,-1.506,-1.93,-2.234,-2.375,0.489,0.484,0.156,0.485,0.465,0.303,0.271,-1.017,-1.441,-1.745,-1.886,0.755,-0.533,-0.957,-1.261,-1.402,0.911,-0.377,-0.801,-1.105,-1.246,1.396,0.108,-0.304,-0.141,-0.761,1.861,0.573,0.149,-0.155,-0.296,2.164,0.876,0.452,0.148,0.007
40624,60818,1.31E+18,1162,52668,477,1,219.54848,55.204838,0.14542015,7.54E-06,9.110566,9.123397,9.132457,9.16542,9.1793,226.27477,1.24E+18,219.5484977,55.20483361,3184,301,4,20,GALAXY,19.46407,18.38575,17.80134,17.45667,17.2922,19.935,18.401,17.817,17.495,17.291,19.728,19.226,19.327,18.732,18.088,17.637,17.35,0.078915015,1.07832,0.58441,0.34467,0.16447,0.207,-1.327,-1.911,-2.233,-2.437,0.502,-0.101,0.595,0.644,0.451,0.287,0.709,-0.825,-1.409,-1.731,-1.935,0.608,-0.926,-1.51,-1.832,-2.036,1.203,-0.331,-0.915,-1.237,-1.441,1.847,0.313,-0.322,-0.204,-0.797,2.298,0.764,0.18,-0.142,-0.346,2.585,1.051,0.467,0.145,-0.059
99444,119708,6.14E+17,545,52202,228,1,120.92912,39.931385,0.042267032,1.01E-05,8.918538,8.965044,9.002147,9.031458,9.073892,150.91873,1.24E+18,120.9291282,39.93136316,2076,301,3,109,GALAXY,18.11741,16.7136,16.07136,15.67154,15.359,18.064,16.661,16.063,15.706,15.486,17.939,17.441,17.196,16.965,16.472,15.974,15.587,0.039630897,1.40381,0.64224,0.39982,0.31254,0.125,-1.278,-1.876,-2.233,-2.453,0.498,0.245,0.231,0.493,0.498,0.387,0.623,-0.78,-1.378,-1.735,-1.955,0.868,-0.535,-1.133,-1.49,-1.71,1.099,-0.304,-0.902,-1.259,-1.479,1.592,0.189,-0.357,-0.22,-0.986,2.09,0.687,0.089,-0.268,-0.488,2.477,1.074,0.476,0.119,-0.101
